,loyalty_number,country,province,city,postal_code,gender,education,salary,marital_status,loyalty_card,customer_lifetime_value,enrollment_type,enrollment_year,enrollment_month,cancellation_year,cancellation_month
10619,420394,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,80111.0,Married,Star,,Standard,,,,
10620,628917,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,80111.0,Married,Star,,Standard,,,,
10621,802535,Canada,Ontario,Sudbury,M5V 1G5,Male,College,,Single,Star,,2018 Promotion,,,,
10622,492265,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,72341.0,Married,Star,,Standard,,,2017.0,
10623,687895,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,72341.0,Married,Star,,Standard,,,,
10624,137040,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,99748.0,Single,Star,,Standard,,,,
10625,270575,Canada,Alberta,Banff,T4V 1D4,Male,Bachelor,99748.0,Single,Star,,Standard,,,,
10626,661321,Canada,Alberta,Banff,T4V 1D4,Female,College,,Single,Star,,Standard,,,,
10627,908643,Canada,Ontario,Toronto,M1R 4K3,Male,College,,Single,Star,,Standard,,,,
10628,197642,Canada,Ontario,Trenton,K8V 4B2,Female,Doctor,156578.0,Married,Star,,Standard,,,,
10629,345597,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Doctor,156578.0,Married,Star,,Standard,,,,
10630,511626,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,70744.0,Married,Star,,Standard,,,,
10631,677925,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,70744.0,Married,Star,,Standard,,,2014.0,
10632,188147,Canada,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,79599.0,Married,Star,,Standard,,,,
10633,761510,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,79599.0,Married,Star,,Standard,,,,
10634,909845,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,53799.0,Married,Star,,Standard,,,,
10635,417274,Canada,Ontario,Kingston,M9K 2P4,Male,College,,Single,Star,,2018 Promotion,,,,
10636,100646,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,101933.0,Married,Star,,Standard,,,,
10637,236767,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,101933.0,Married,Star,,Standard,,,,
10638,327653,Canada,British Columbia,Kelowna,V09 2E9,Male,Bachelor,101933.0,Married,Star,,Standard,,,,
10639,342725,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,101933.0,Married,Star,,Standard,,,,
10640,509136,Canada,Ontario,Toronto,P5S 6R4,Male,Bachelor,101933.0,Married,Star,,Standard,,,,
10641,583754,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,101933.0,Married,Star,,Standard,,,,
10642,613747,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,101933.0,Married,Star,,Standard,,,,
10643,740509,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,101933.0,Married,Star,,Standard,,,2016.0,
10644,764869,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,101933.0,Married,Star,,Standard,,,,
10645,905320,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,101933.0,Married,Star,,Standard,,,,
10646,943056,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,101933.0,Married,Star,,Standard,,,2016.0,
10647,996159,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,101933.0,Married,Star,,Standard,,,2016.0,
10648,329162,Canada,Ontario,Sudbury,M5V 1G5,Male,Bachelor,87842.0,Single,Star,,Standard,,,,
10649,342527,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,77280.0,Married,Star,,Standard,,,,
10650,807681,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,77280.0,Married,Star,,Standard,,,,
10651,192600,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,78636.0,Married,Star,,Standard,,,,
10652,575342,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,78636.0,Married,Star,,Standard,,,2017.0,
10653,592532,Canada,Prince Edward Island,Charlottetown,C1A 6E8,Female,Bachelor,78636.0,Married,Star,,Standard,,,,
10654,671911,Canada,Ontario,London,M5B 3E4,Male,Bachelor,78636.0,Married,Star,,Standard,,,,
10655,690199,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,78636.0,Married,Star,,Standard,,,,
10656,721664,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,78636.0,Married,Star,,Standard,,,,
10657,773844,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,78636.0,Married,Star,,Standard,,,2018.0,
10658,789288,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,78636.0,Married,Star,,Standard,,,2017.0,
10659,849425,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,78636.0,Married,Star,,Standard,,,,
10660,687639,Canada,Ontario,Ottawa,K1F 2R2,Female,Doctor,90564.0,Single,Star,,Standard,,,,
10661,429689,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,72029.0,Married,Star,,Standard,,,2014.0,
10662,858196,Canada,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,72029.0,Married,Star,,Standard,,,,
10663,194394,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,66971.0,Married,Star,,Standard,,,,
10664,432729,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,66971.0,Married,Star,,Standard,,,,
10665,732862,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,84264.0,Single,Star,,Standard,,,,
10666,942681,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,84264.0,Single,Star,,Standard,,,,
10667,188006,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,64308.0,Married,Star,,Standard,,,,
10668,838881,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,64308.0,Married,Star,,Standard,,,,
10669,308171,Canada,Ontario,Ottawa,K1F 2R2,Female,College,,Single,Star,,Standard,,,,
10670,450417,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,49605.0,Single,Star,,Standard,,,,
10671,749033,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,49605.0,Single,Star,,Standard,,,,
10672,851130,Canada,British Columbia,Kelowna,V09 2E9,Female,Bachelor,80015.0,Divorced,Star,,Standard,,,,
10673,989802,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,80015.0,Divorced,Star,,Standard,,,,
10674,204343,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,91706.0,Single,Star,,Standard,,,,
10675,516995,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,91706.0,Single,Star,,Standard,,,,11.0
10676,354206,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,55087.0,Married,Star,,Standard,,,,
10677,944810,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,55087.0,Married,Star,,Standard,,,,
10678,175285,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,100240.0,Single,Star,,Standard,,,,
10679,638685,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,100240.0,Single,Star,,Standard,,,,
10680,497421,Canada,Ontario,Toronto,M8Y 4K8,Female,College,,Married,Star,,Standard,,,,
10681,730561,Canada,British Columbia,Vancouver,V1E 4R6,Female,College,,Married,Star,,Standard,,,,
10682,458864,Canada,New Brunswick,Fredericton,E3B 2H2,Female,Bachelor,68872.0,Married,Star,,Standard,,,,
10683,928957,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,68872.0,Married,Star,,Standard,,,,
10684,186901,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,53452.0,Married,Star,,Standard,,,2018.0,
10685,511573,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,53452.0,Married,Star,,Standard,,,,
10686,614106,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,88978.0,Single,Star,,Standard,,,,
10687,909503,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,88978.0,Single,Star,,Standard,,,,
10688,320772,Canada,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,54659.0,Single,Star,,Standard,,,,
10689,740918,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,54659.0,Single,Star,,Standard,,,,
10690,478142,Canada,Ontario,London,M5B 3E4,Male,College,,Single,Star,,Standard,,,,
10691,612719,Canada,British Columbia,Vancouver,V5R 1W3,Female,Doctor,250798.0,Single,Star,,Standard,,,,
10692,887117,Canada,Ontario,Toronto,P1W 1K4,Female,Doctor,250798.0,Single,Star,,Standard,,,2018.0,
10693,587420,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Married,Star,,Standard,,,,
10694,639346,Canada,Quebec,Hull,J8Y 3Z5,Male,College,,Married,Star,,Standard,,,,
10695,563981,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,95929.0,Married,Star,,Standard,,,,
10696,852323,Canada,Quebec,Montreal,H2T 2J6,Female,Bachelor,95929.0,Married,Star,,Standard,,,,
10697,206914,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,68957.0,Married,Star,,Standard,,,,
10698,583272,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,68957.0,Married,Star,,Standard,,,,
10699,702542,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,87238.0,Married,Star,,Standard,,,,
10700,757010,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,87238.0,Married,Star,,Standard,,,,
10701,463926,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,62649.0,Married,Star,,Standard,,,,
10702,716362,Canada,Quebec,Montreal,H2T 9K8,Male,Bachelor,62649.0,Married,Star,,Standard,,,,
10703,257440,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,87965.0,Married,Star,,Standard,,,,
10704,610916,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,87965.0,Married,Star,,Standard,,,,
10705,671383,Canada,Nova Scotia,Halifax,B3J 9S2,Female,College,,Single,Star,,Standard,,,,
10706,722399,Canada,Saskatchewan,Regina,S1J 3C5,Female,College,,Single,Star,,Standard,,,,
10707,369795,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,58714.0,Married,Star,,Standard,,,,
10708,527090,Canada,Ontario,Toronto,M8Y 4K8,Female,Bachelor,58714.0,Married,Star,,Standard,,,,
10709,126490,Canada,Ontario,Thunder Bay,K8T 5M5,Male,College,,Single,Star,,Standard,,,,
10710,106477,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,52935.0,Divorced,Star,,Standard,,,,
10711,690890,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,52935.0,Divorced,Star,,Standard,,,,
10712,767894,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,48247.0,Divorced,Star,,Standard,,,,
10713,776317,Canada,Ontario,Toronto,P1J 8T7,Female,College,,Married,Star,,2018 Promotion,,,,
10714,741384,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,60201.0,Married,Star,,Standard,,,,
10715,391397,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,81140.0,Married,Star,,Standard,,,,
10716,973168,Canada,Ontario,London,M5B 3E4,Female,Bachelor,82570.0,Married,Star,,Standard,,,,
10717,324739,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,67467.0,Single,Star,,Standard,,,,
10718,530517,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,67467.0,Single,Star,,Standard,,,,
10719,242779,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,66949.0,Single,Star,,Standard,,,,
10720,781570,Canada,Ontario,Toronto,P2T 6G3,Female,Bachelor,66949.0,Single,Star,,Standard,,,,
10721,426698,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,65604.0,Married,Star,,Standard,,,,
10722,985115,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,65604.0,Married,Star,,Standard,,,,
10723,153626,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,54633.0,Married,Star,,Standard,,,,
10724,189158,Canada,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,54633.0,Married,Star,,Standard,,,,
10725,163970,Canada,New Brunswick,Moncton,E1A 2A7,Male,College,,Single,Star,,Standard,,,,
10726,635719,Canada,Quebec,Tremblant,H5Y 2S9,Female,College,,Single,Star,,Standard,,,,
10727,500280,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,87135.0,Married,Star,,Standard,,,,
10728,139532,Canada,British Columbia,Vancouver,V1E 4R6,Male,High School or Below,72896.0,Divorced,Star,,Standard,,,,
10729,169393,Canada,Quebec,Montreal,H2T 2J6,Female,High School or Below,72896.0,Divorced,Star,,Standard,,,,
10730,172259,Canada,British Columbia,Victoria,V10 6T5,Female,High School or Below,72896.0,Divorced,Star,,Standard,,,2017.0,
10731,177598,Canada,Ontario,Toronto,M8Y 4K8,Male,High School or Below,72896.0,Divorced,Star,,Standard,,,,
10732,246405,Canada,Ontario,Toronto,M8Y 4K8,Male,High School or Below,72896.0,Divorced,Star,,Standard,,,,
10733,280864,Canada,Quebec,Montreal,H2Y 2W2,Male,High School or Below,72896.0,Divorced,Star,,Standard,,,,
10734,404314,Canada,Quebec,Hull,J8Y 3Z5,Male,High School or Below,72896.0,Divorced,Star,,Standard,,,,
10735,434477,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,High School or Below,72896.0,Divorced,Star,,Standard,,,,
10736,459345,Canada,British Columbia,Whistler,V6T 1Y8,Female,High School or Below,72896.0,Divorced,Star,,Standard,,,,
10737,551837,Canada,British Columbia,Victoria,V10 6T5,Male,High School or Below,72896.0,Divorced,Star,,Standard,,,,
10738,632435,Canada,Quebec,Montreal,H2T 2J6,Female,High School or Below,72896.0,Divorced,Star,,Standard,,,,
10739,920102,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,High School or Below,72896.0,Divorced,Star,,Standard,,,,
10740,132296,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,58711.0,Divorced,Star,,Standard,,,,
10741,240132,Canada,Ontario,London,M5B 3E4,Female,Bachelor,58711.0,Divorced,Star,,Standard,,,,
10742,367811,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,58711.0,Divorced,Star,,Standard,,,,
10743,418779,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,58711.0,Divorced,Star,,Standard,,,,
10744,432718,Canada,Ontario,Trenton,K8V 4B2,Female,Bachelor,58711.0,Divorced,Star,,Standard,,,,
10745,671119,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,58711.0,Divorced,Star,,Standard,,,,
10746,762485,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,58711.0,Divorced,Star,,Standard,,,,
10747,774272,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,58711.0,Divorced,Star,,Standard,,,,
10748,822051,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,58711.0,Divorced,Star,,Standard,,,,
10749,952545,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,58711.0,Divorced,Star,,Standard,,,,
10750,968867,Canada,Ontario,Toronto,P5S 6R4,Female,Bachelor,58711.0,Divorced,Star,,Standard,,,2014.0,
10751,848632,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,59013.0,Divorced,Star,,Standard,,,,
10752,989568,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,59013.0,Divorced,Star,,Standard,,,,
10753,164743,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,65461.0,Married,Star,,Standard,,,,
10754,172724,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,65461.0,Married,Star,,Standard,,,,
10755,304528,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,51436.0,Married,Star,,Standard,,,2018.0,
10756,419749,Canada,Quebec,Montreal,H3T 8L4,Female,Bachelor,51436.0,Married,Star,,Standard,,,,
10757,284203,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Single,Star,,Standard,,,,
10758,914152,Canada,Quebec,Montreal,H2T 9K8,Male,College,,Single,Star,,Standard,,,,
10759,119135,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,67862.0,Divorced,Star,,Standard,,,,
10760,691220,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,67862.0,Divorced,Star,,Standard,,,,
10761,213246,Canada,Ontario,Ottawa,K1F 2R2,Male,College,,Married,Star,,Standard,,,,
10762,246571,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Star,,Standard,,,,
10763,930502,Canada,Ontario,Toronto,P2T 6G3,Female,College,,Single,Star,,Standard,,,,
10764,116288,Canada,Ontario,Toronto,M2M 7K8,Female,Bachelor,50072.0,Married,Star,,Standard,,,,
10765,857497,Canada,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,50072.0,Married,Star,,Standard,,,,
10766,369682,Canada,Ontario,Toronto,P1W 1K4,Male,College,,Married,Star,,Standard,,,,
10767,430107,Canada,British Columbia,Vancouver,V5R 1W3,Female,College,,Married,Star,,Standard,,,,
10768,435657,Canada,Quebec,Montreal,H4G 3T4,Female,Master,87710.0,Married,Star,,Standard,,,,
10769,515822,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Master,87710.0,Married,Star,,Standard,,,,
10770,275358,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,81696.0,Single,Star,,Standard,,,,
10771,456785,Canada,Ontario,Toronto,P2T 6G3,Male,Bachelor,81696.0,Single,Star,,Standard,,,,
10772,188318,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,53467.0,Married,Star,,Standard,,,,
10773,966729,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,53467.0,Married,Star,,Standard,,,,
10774,922484,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,54852.0,Married,Star,,Standard,,,,
10775,926300,Canada,Quebec,Montreal,H3T 8L4,Male,Bachelor,54852.0,Married,Star,,Standard,,,,
10776,211891,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,88099.0,Married,Star,,Standard,,,,
10777,660294,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,88099.0,Married,Star,,Standard,,,,
10778,267291,Canada,Ontario,Ottawa,K1G 4Z0,Female,Bachelor,52589.0,Divorced,Star,,Standard,,,,
10779,409989,Canada,New Brunswick,Fredericton,E3B 2H2,Female,College,,Single,Star,,Standard,,,,
10780,758738,Canada,Quebec,Montreal,H4G 3T4,Male,College,,Single,Star,,Standard,,,,
10781,708634,Canada,Ontario,Thunder Bay,K8T 5M5,Male,Bachelor,84608.0,Married,Star,,Standard,,,,
10782,365166,Canada,Ontario,Toronto,M1R 4K3,Male,Bachelor,56460.0,Married,Star,,2018 Promotion,,,2018.0,
10783,849587,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,52455.0,Married,Star,,Standard,,,,
10784,599442,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Married,Star,,Standard,,,,
10785,752580,Canada,Ontario,Toronto,P1W 1K4,Male,College,,Married,Star,,Standard,,,,
10786,462663,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,50858.0,Married,Star,,Standard,,,,
10787,978048,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,50858.0,Married,Star,,Standard,,,,
10788,826975,Canada,New Brunswick,Moncton,E1A 2A7,Female,Bachelor,73010.0,Divorced,Star,,Standard,,,,
10789,858427,Canada,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,73010.0,Divorced,Star,,Standard,,,2016.0,
10790,420457,Canada,Quebec,Montreal,H2T 9K8,Female,College,,Divorced,Star,,Standard,,,,
10791,497108,Canada,British Columbia,Whistler,V6T 1Y8,Female,College,,Divorced,Star,,Standard,,,,
10792,238156,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Married,Star,,Standard,,,,
10793,383367,Canada,Ontario,Ottawa,K1F 2R2,Female,Bachelor,60721.0,Married,Star,,2018 Promotion,,,,
10794,250619,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,66507.0,Married,Star,,Standard,,,,
10795,680376,Canada,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,66507.0,Married,Star,,Standard,,,,
10796,691855,Canada,Ontario,Toronto,M2Z 4K1,Male,Bachelor,70937.0,Married,Star,,Standard,,,,
10797,833728,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,70937.0,Married,Star,,Standard,,,,
10798,258951,Canada,Ontario,Toronto,M2P 4F6,Male,College,,Single,Star,,Standard,,,,
10799,354477,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,College,,Single,Star,,Standard,,,,
10800,417001,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,80261.0,Single,Star,,Standard,,,,10.0
10801,626211,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,80261.0,Single,Star,,Standard,,,,
10802,597197,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,96494.0,Married,Star,,Standard,,,,
10803,986421,Canada,Alberta,Peace River,T9O 2W2,Male,Bachelor,96494.0,Married,Star,,Standard,,,,
10804,779085,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,76211.0,Single,Star,,Standard,,,,
10805,921705,Canada,Quebec,Montreal,H4G 3T4,Male,Bachelor,76211.0,Single,Star,,Standard,,,,
10806,317888,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,76838.0,Married,Star,,Standard,,,,
10807,777171,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,76838.0,Married,Star,,Standard,,,,
10808,932745,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,99269.0,Married,Star,,Standard,,,,
10809,947620,Canada,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,99269.0,Married,Star,,Standard,,,,
10810,742509,Canada,Quebec,Montreal,H3T 8L4,Female,High School or Below,54228.0,Divorced,Star,,Standard,,,,
10811,745901,Canada,Ontario,Toronto,M8Y 4K8,Female,College,,Single,Star,,2018 Promotion,,,,
10812,202218,Canada,Ontario,Ottawa,K1F 2R2,Male,College,,Single,Star,,Standard,,,,
10813,612963,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,55976.0,Married,Star,,Standard,,,,
10814,666473,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,55976.0,Married,Star,,Standard,,,,
10815,136715,Canada,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,103379.0,Single,Star,,Standard,,,,
10816,539941,Canada,Ontario,Trenton,K8V 4B2,Male,Bachelor,103379.0,Single,Star,,Standard,,,2015.0,
10817,486197,Canada,Ontario,Toronto,M2P 4F6,Male,Bachelor,97127.0,Single,Star,,2018 Promotion,,,,
10818,628952,Canada,Alberta,Banff,T4V 1D4,Female,Bachelor,56460.0,Married,Star,,Standard,,,,
10819,690866,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,86089.0,Single,Star,,Standard,,,,
10820,947158,Canada,Ontario,Toronto,P1W 1K4,Female,Bachelor,86089.0,Single,Star,,Standard,,,,
10821,123780,Canada,Nova Scotia,Halifax,B3J 9S2,Male,College,,Single,Star,,Standard,,,,
10822,157200,Canada,Saskatchewan,Regina,S6J 3G0,Male,College,,Single,Star,,Standard,,,,
10823,392953,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Star,,Standard,,,,
10824,395962,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,College,,Single,Star,,Standard,,,,
10825,737509,Canada,Quebec,Montreal,H4G 3T4,Male,College,,Single,Star,,Standard,,,,
10826,335852,Canada,Newfoundland,St. John's,A1C 6H9,Female,College,,Married,Star,,Standard,,,,
10827,481457,Canada,Ontario,Toronto,M2M 7K8,Female,Master,91477.0,Divorced,Star,,2018 Promotion,,,,
10828,659607,Canada,Quebec,Montreal,H3J 5I6,Female,High School or Below,49362.0,Married,Star,,Standard,,,,
10829,706884,Canada,Manitoba,Winnipeg,R3R 3T4,Male,High School or Below,49362.0,Married,Star,,Standard,,,2018.0,
10830,197067,Canada,Ontario,London,M5B 3E4,Male,High School or Below,55218.0,Married,Star,,Standard,,,,
10831,376424,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,48353.0,Married,Star,,Standard,,,,
10832,490250,Canada,Manitoba,Winnipeg,R6Y 4T5,Female,Bachelor,48353.0,Married,Star,,Standard,,,,
10833,317827,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,68823.0,Married,Star,,Standard,,,,
10834,782318,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,68823.0,Married,Star,,Standard,,,2015.0,
10835,119997,Canada,Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,50013.0,Divorced,Star,,Standard,,,,
10836,356507,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,50013.0,Divorced,Star,,Standard,,,,
10837,422496,Canada,British Columbia,Victoria,V10 6T5,Male,High School or Below,67659.0,Single,Star,,Standard,,,,
10838,929728,Canada,Quebec,Hull,J8Y 3Z5,Male,High School or Below,67659.0,Single,Star,,Standard,,,,
10839,343879,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,64001.0,Single,Star,,Standard,,,,
10840,406176,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,64001.0,Single,Star,,Standard,,,,
10841,494384,Canada,Ontario,Toronto,M8Y 4K8,Male,Bachelor,64001.0,Single,Star,,Standard,,,,
10842,581661,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,64001.0,Single,Star,,Standard,,,,
10843,618823,Canada,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,64001.0,Single,Star,,Standard,,,2018.0,
10844,641050,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,64001.0,Single,Star,,Standard,,,,
10845,695596,Canada,Quebec,Montreal,H2Y 4R4,Male,Bachelor,64001.0,Single,Star,,Standard,,,,
10846,739084,Canada,Ontario,Toronto,P1L 8X8,Male,Bachelor,64001.0,Single,Star,,Standard,,,,9.0
10847,743610,Canada,Alberta,Edmonton,T9G 1W3,Male,Bachelor,64001.0,Single,Star,,Standard,,,,
10848,829588,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,64001.0,Single,Star,,Standard,,,,
10849,878816,Canada,Ontario,Toronto,M1R 4K3,Female,Bachelor,64001.0,Single,Star,,Standard,,,,
10850,969810,Canada,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,64001.0,Single,Star,,Standard,,,,
10851,565960,Canada,Quebec,Montreal,H2T 2J6,Male,Bachelor,50609.0,Married,Star,,Standard,,,,
10852,641704,Canada,British Columbia,Victoria,V10 6T5,Male,Bachelor,50609.0,Married,Star,,Standard,,,,
10853,108264,Canada,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,60970.0,Married,Star,,Standard,,,,
10854,298601,Canada,Ontario,Kingston,M9K 2P4,Female,Bachelor,60970.0,Married,Star,,Standard,,,,
10855,581481,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,96619.0,Married,Star,,Standard,,,,
10856,693608,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,96619.0,Married,Star,,Standard,,,,
10857,772370,Canada,Saskatchewan,Regina,S6J 3G0,Male,Bachelor,67637.0,Single,Star,,Standard,,,,
10858,843037,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,67637.0,Single,Star,,Standard,,,,
10859,201550,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,College,,Married,Star,,Standard,,,2014.0,
